Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
1997,Education,Ed Organization And Leadership,130.0,79.0,51.0,107.0,0.0,14.0,0.0,0.0,0.65
1997,Education,Early Childhood Education,53.0,52.0,1.0,43.0,4.0,3.0,2.0,0.0,0.02
1997,Applied Health Sciences,"Recreation, Sport, And Tourism ",27.0,15.0,12.0,19.0,0.0,6.0,1.0,1.0,0.8
1997,Education,Educational Psychology,113.0,80.0,33.0,64.0,5.0,5.0,1.0,0.0,0.41
1997,Engineering,Computer Science,685.0,77.0,608.0,449.0,151.0,26.0,26.0,2.0,7.9
1997,Engineering,Computer Engineering,591.0,46.0,545.0,377.0,134.0,22.0,40.0,1.0,11.85
1997,Engineering,Civil Engineering,918.0,208.0,710.0,636.0,64.0,21.0,42.0,0.0,3.41
1997,Engineering,Aerospace Engineering,279.0,54.0,225.0,202.0,28.0,8.0,14.0,0.0,4.17
1997,Education,Special Education,97.0,86.0,11.0,69.0,3.0,7.0,0.0,0.0,0.13
1997,Education,Elementary Education,230.0,211.0,19.0,194.0,16.0,14.0,4.0,0.0,0.09
1997,Applied Health Sciences,Community Health,92.0,70.0,22.0,56.0,17.0,9.0,2.0,0.0,0.31
1997,Las,English,120.0,72.0,48.0,94.0,3.0,10.0,1.0,1.0,0.67
1997,Aces,Animal Sciences,549.0,344.0,205.0,466.0,17.0,26.0,11.0,1.0,0.6
1997,Aces,Food Science & Human Nutrition,278.0,193.0,85.0,188.0,37.0,17.0,7.0,2.0,0.44
1997,Aces,Crop Sciences,48.0,15.0,33.0,47.0,1.0,0.0,0.0,0.0,2.2
1997,Aces,Agricultural Communications,46.0,32.0,14.0,43.0,1.0,2.0,0.0,0.0,0.44
1997,Aces,Agricultural & Applied Econ,246.0,61.0,185.0,165.0,1.0,15.0,2.0,0.0,3.03
1997,Aces,Agr & Consumer Economics,181.0,51.0,130.0,166.0,4.0,6.0,2.0,1.0,2.55
1997,Applied Health Sciences,Kinesiology,497.0,269.0,228.0,386.0,35.0,23.0,21.0,2.0,0.85
1997,Las,Teaching Of English Sec Lang,96.0,67.0,29.0,39.0,3.0,0.0,1.0,0.0,0.43
1997,Applied Health Sciences,Speech & Hearing Science,246.0,239.0,7.0,195.0,12.0,15.0,15.0,1.0,0.03
1997,Las,Spanish,50.0,34.0,16.0,21.0,1.0,0.0,11.0,0.0,0.47
1997,Education,Secondary Education,29.0,20.0,9.0,25.0,2.0,1.0,1.0,0.0,0.45
1997,Applied Health Sciences,"Recreation, Sport, And Tourism ",44.0,15.0,29.0,38.0,0.0,4.0,1.0,0.0,1.93
1997,Las,Physics,302.0,24.0,278.0,195.0,20.0,0.0,2.0,0.0,11.58
1997,Aces,Nutritional Sciences,37.0,24.0,13.0,17.0,2.0,1.0,0.0,2.0,0.54
1997,Engineering,Electrical Engineering,1419.0,177.0,1242.0,756.0,323.0,43.0,48.0,4.0,7.02
1997,Las,Psychology,173.0,98.0,75.0,119.0,11.0,10.0,10.0,1.0,0.77
1997,Engineering,Industrial Engineering,170.0,56.0,114.0,115.0,22.0,3.0,7.0,0.0,2.04
1997,Las,Sociology,42.0,29.0,13.0,22.0,5.0,4.0,1.0,0.0,0.45
1997,Las,Political Science,40.0,10.0,30.0,28.0,0.0,1.0,0.0,0.0,3.0
1997,Las,Plant Biology,37.0,21.0,16.0,20.0,0.0,1.0,0.0,0.0,0.76
1997,Las,Philosophy,41.0,9.0,32.0,37.0,1.0,0.0,0.0,0.0,3.56
1997,Las,Neuroscience,40.0,9.0,31.0,24.0,5.0,1.0,2.0,0.0,3.44
1997,Las,Molecular & Integrative Physi,50.0,19.0,31.0,16.0,7.0,1.0,1.0,0.0,1.63
1997,Las,Microbiology,65.0,28.0,37.0,38.0,7.0,2.0,5.0,0.0,1.32
1997,Las,Mathematics,168.0,39.0,129.0,54.0,8.0,4.0,1.0,0.0,3.31
1997,Las,Linguistics,55.0,39.0,16.0,13.0,3.0,0.0,0.0,0.0,0.41
1997,Las,History,116.0,38.0,78.0,88.0,1.0,7.0,4.0,0.0,2.05
1997,Las,Geology,51.0,19.0,32.0,37.0,1.0,1.0,2.0,0.0,1.68
1997,Las,Geography,38.0,16.0,22.0,27.0,1.0,1.0,0.0,0.0,1.38
1997,Las,French,46.0,35.0,11.0,30.0,1.0,2.0,0.0,0.0,0.31
1997,Vetmed,Veterinary Medicine,362.0,253.0,109.0,340.0,6.0,3.0,9.0,0.0,0.43
1997,Vetmed,Vms-Veterinary Clinical Medcne,20.0,10.0,10.0,16.0,1.0,0.0,0.0,0.0,1.0
1997,Social Work,Social Work,254.0,216.0,38.0,164.0,10.0,22.0,6.0,0.0,0.18
1997,Media,Journalism,24.0,11.0,13.0,19.0,4.0,0.0,0.0,0.0,1.18
1997,Las,Communication,36.0,22.0,14.0,20.0,1.0,2.0,3.0,1.0,0.64
1997,Education,Advertising,273.0,160.0,113.0,197.0,22.0,15.0,14.0,0.0,0.71
1997,Law,Law,614.0,250.0,364.0,391.0,51.0,64.0,44.0,0.0,1.46
1997,Las,Entomology,29.0,11.0,18.0,23.0,1.0,2.0,0.0,0.0,1.64
1997,Fine And Applied Arts,Landscape Architecture,135.0,52.0,83.0,110.0,7.0,1.0,6.0,0.0,1.6
1997,Fine And Applied Arts,Industrial Design,82.0,25.0,57.0,53.0,17.0,1.0,7.0,0.0,2.28
1997,Fine And Applied Arts,Graphic Design,127.0,80.0,47.0,91.0,24.0,1.0,3.0,1.0,0.59
1997,Fine And Applied Arts,Dance,68.0,61.0,7.0,52.0,3.0,4.0,2.0,0.0,0.11
1997,Fine And Applied Arts,Art And Design,334.0,166.0,168.0,267.0,30.0,6.0,12.0,2.0,1.01
1997,Fine And Applied Arts,Art Education,110.0,87.0,23.0,75.0,15.0,3.0,5.0,0.0,0.26
1997,Fine And Applied Arts,Architecture,187.0,69.0,118.0,139.0,14.0,1.0,3.0,0.0,1.71
1997,Fine And Applied Arts,Architectural Studies,515.0,196.0,319.0,415.0,39.0,24.0,27.0,1.0,1.63
1997,Engineering,Theoretical & Applied Mechans,44.0,6.0,38.0,19.0,1.0,0.0,1.0,0.0,6.33
1997,Engineering,Materials Science & Engr,113.0,27.0,86.0,43.0,4.0,0.0,5.0,1.0,3.19
1997,Ischool,Library & Information Science,236.0,159.0,77.0,186.0,7.0,5.0,5.0,1.0,0.48
1997,Engineering,Mechanical Engineering,985.0,142.0,843.0,714.0,124.0,27.0,36.0,2.0,5.94
1997,Fine And Applied Arts,Music,139.0,83.0,56.0,80.0,9.0,4.0,3.0,0.0,0.67
