Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
2018,Ischool,Library & Information Science,529.0,408.0,116.0,390.0,14.0,23.0,43.0,0.0,0.28
2018,Education,Secondary Education,20.0,7.0,13.0,15.0,0.0,0.0,3.0,0.0,1.86
2018,Engineering,Electrical & Computer Engr,657.0,112.0,545.0,92.0,70.0,3.0,4.0,0.0,4.87
2018,Engineering,Computer Science,2318.0,559.0,1757.0,550.0,675.0,38.0,96.0,2.0,3.14
2018,Engineering,Computer Engineering,1184.0,152.0,1032.0,303.0,454.0,14.0,46.0,0.0,6.79
2018,Engineering,Civil Engineering,1225.0,324.0,901.0,450.0,138.0,16.0,86.0,1.0,2.78
2018,Engineering,Bioengineering,383.0,189.0,194.0,141.0,110.0,10.0,26.0,0.0,1.03
2018,Aces,Agricultural & Biological Engr,141.0,53.0,88.0,68.0,9.0,5.0,5.0,0.0,1.66
2018,Engineering,Aerospace Engineering,686.0,105.0,581.0,328.0,117.0,9.0,64.0,1.0,5.53
2018,Education,Special Education,160.0,140.0,19.0,118.0,5.0,10.0,19.0,0.0,0.14
2018,Education,Middle Grades Education,82.0,62.0,20.0,44.0,10.0,7.0,17.0,0.0,0.32
2018,Fine And Applied Arts,Instrumental Music,77.0,47.0,30.0,45.0,13.0,2.0,9.0,0.0,0.64
2018,Education,Learning And Education Studies,48.0,34.0,14.0,14.0,7.0,6.0,10.0,0.0,0.41
2018,Education,Elementary Education,302.0,279.0,23.0,213.0,30.0,10.0,43.0,0.0,0.08
2018,Education,Educational Psychology,51.0,37.0,14.0,21.0,4.0,4.0,1.0,0.0,0.38
2018,Education,Educational Policy Studies,41.0,23.0,18.0,6.0,4.0,17.0,4.0,0.0,0.78
2018,Education,Education Curriculum Uassign,22.0,18.0,4.0,13.0,0.0,2.0,6.0,0.0,0.22
2018,Education,"Educ Policy, Orgzn & Leadrshp ",705.0,481.0,222.0,412.0,41.0,120.0,65.0,0.0,0.46
2018,Education,Ed Organization And Leadership,22.0,12.0,10.0,17.0,0.0,2.0,0.0,0.0,0.83
2018,Education,Early Childhood Education,56.0,54.0,2.0,22.0,13.0,3.0,8.0,0.0,0.04
2018,Engineering,Electrical Engineering,913.0,127.0,786.0,292.0,257.0,15.0,51.0,0.0,6.19
2018,Engineering,Engineering,34.0,9.0,25.0,12.0,1.0,0.0,0.0,0.0,2.78
2018,Engineering,Engineering Mechanics,112.0,16.0,96.0,35.0,25.0,0.0,8.0,0.0,6.0
2018,Engineering,Engineering Physics,275.0,47.0,228.0,122.0,59.0,0.0,16.0,0.0,4.85
2018,Fine And Applied Arts,Graphic Design,185.0,127.0,58.0,84.0,35.0,15.0,22.0,0.0,0.46
2018,Fine And Applied Arts,Dance,68.0,59.0,9.0,42.0,1.0,14.0,5.0,0.0,0.15
2018,Fine And Applied Arts,Art And Design,47.0,29.0,18.0,22.0,4.0,1.0,2.0,0.0,0.62
2018,Fine And Applied Arts,Art Education,54.0,51.0,3.0,30.0,5.0,5.0,5.0,0.0,0.06
2018,Fine And Applied Arts,Architecture,199.0,99.0,99.0,61.0,12.0,7.0,12.0,0.0,1.0
2018,Fine And Applied Arts,Architectural Studies,418.0,167.0,251.0,195.0,49.0,25.0,78.0,0.0,1.5
2018,Engineering,Theoretical & Applied Mechans,36.0,7.0,29.0,10.0,3.0,0.0,1.0,0.0,4.14
2018,Engineering,Systems Engineering And Design,249.0,68.0,180.0,115.0,69.0,6.0,25.0,0.0,2.65
2018,Las,Physics,290.0,79.0,211.0,107.0,31.0,1.0,12.0,0.0,2.67
2018,Engineering,"Nuclear, Plasma, Radiolgc Engr ",218.0,28.0,190.0,114.0,18.0,0.0,16.0,0.0,6.79
2018,Fine And Applied Arts,Nondegree,181.0,49.0,132.0,20.0,2.0,0.0,3.0,0.0,2.69
2018,Engineering,Mechanical Engineering,1285.0,248.0,1037.0,491.0,195.0,14.0,92.0,2.0,4.18
2018,Engineering,Materials Science & Engr,504.0,147.0,357.0,181.0,99.0,3.0,16.0,0.0,2.43
2018,Engineering,Industrial Engineering,367.0,105.0,262.0,100.0,68.0,4.0,19.0,0.0,2.5
2018,Engineering,Financial Engineering,127.0,38.0,89.0,4.0,2.0,0.0,0.0,0.0,2.34
2018,Engineering,Environ Engr In Civil Engr,99.0,44.0,55.0,31.0,4.0,2.0,6.0,0.0,1.25
2018,Engineering,Engineering Undeclared,151.0,57.0,94.0,61.0,30.0,12.0,26.0,0.0,1.65
2018,Education,Anthropology,152.0,102.0,50.0,74.0,10.0,17.0,17.0,0.0,0.49
2018,Education,African American Studies,20.0,14.0,6.0,0.0,1.0,16.0,1.0,0.0,0.43
2018,Education,Advertising,645.0,438.0,207.0,411.0,59.0,34.0,53.0,0.0,0.47
2018,Applied Health Sciences,Kinesiology,634.0,348.0,286.0,351.0,99.0,38.0,81.0,0.0,0.82
2018,Applied Health Sciences,Community Health,656.0,496.0,160.0,261.0,102.0,138.0,113.0,0.0,0.32
2018,Applied Health Sciences,Audiology,26.0,23.0,2.0,21.0,4.0,0.0,1.0,0.0,0.09
2018,Aces,Nutritional Sciences,41.0,31.0,10.0,16.0,8.0,2.0,8.0,0.0,0.32
2018,Fine And Applied Arts,Nondegree,81.0,41.0,40.0,51.0,0.0,1.0,4.0,0.0,0.98
2018,Aces,Natural Resrcs & Environ Sci,241.0,143.0,98.0,155.0,14.0,9.0,31.0,1.0,0.69
2018,Aces,Natural Res & Env Sciences,118.0,60.0,58.0,91.0,1.0,1.0,4.0,0.0,0.97
2018,Aces,Human Dvlpmt & Family Studies,24.0,23.0,1.0,8.0,0.0,3.0,4.0,0.0,0.04
2018,Aces,Human Development & Family St,253.0,230.0,22.0,112.0,22.0,48.0,61.0,0.0,0.1
2018,Aces,Food Science & Human Nutrition,480.0,350.0,130.0,210.0,64.0,20.0,52.0,0.0,0.37
2018,Aces,Crop Sciences,238.0,102.0,136.0,161.0,5.0,5.0,9.0,0.0,1.33
2018,Aces,Animal Sciences,626.0,496.0,128.0,355.0,47.0,49.0,116.0,0.0,0.26
2018,Aces,Agricultural Education,32.0,22.0,10.0,30.0,0.0,2.0,0.0,0.0,0.45
2018,Aces,Agricultural Communications,38.0,27.0,11.0,29.0,1.0,3.0,5.0,0.0,0.41
2018,Aces,Agricultural & Biological Engr,84.0,37.0,47.0,50.0,10.0,1.0,5.0,0.0,1.27
2018,Aces,Agricultural & Applied Econ,86.0,38.0,48.0,13.0,4.0,2.0,2.0,0.0,1.26
2018,Aces,Agric Leadership & Sci Educ,55.0,38.0,17.0,53.0,1.0,0.0,0.0,0.0,0.45
2018,Aces,Agr & Consumer Economics,647.0,195.0,452.0,440.0,57.0,28.0,48.0,2.0,2.32
2018,Applied Health Sciences,Interdisciplinary Health Sci,328.0,268.0,60.0,166.0,66.0,29.0,50.0,0.0,0.22
2018,Fine And Applied Arts,Nondegree,38.0,22.0,16.0,22.0,4.0,3.0,4.0,0.0,0.73
2018,Education,Actuarial Science,398.0,167.0,231.0,123.0,97.0,7.0,16.0,0.0,1.38
2018,Applied Health Sciences,Public Health,20.0,16.0,4.0,10.0,2.0,3.0,4.0,0.0,0.25
2018,Education,Accountancy,1430.0,774.0,656.0,509.0,217.0,42.0,92.0,0.0,0.85
2018,Education,Aces Undeclared,55.0,29.0,26.0,25.0,3.0,8.0,10.0,0.0,0.9
2018,Dgs,Undeclared,2474.0,1121.0,1352.0,914.0,336.0,301.0,532.0,3.0,1.21
2018,Dgs,Pre-Engineering,488.0,94.0,394.0,162.0,116.0,10.0,49.0,0.0,4.19
2018,Business,Technology Management,78.0,35.0,43.0,9.0,4.0,1.0,2.0,0.0,1.23
2018,Business,Supply Chain Management,85.0,53.0,32.0,47.0,21.0,3.0,5.0,0.0,0.6
2018,Fine And Applied Arts,Nondegree,97.0,47.0,50.0,2.0,0.0,0.0,0.0,0.0,1.06
2018,Business,Marketing,240.0,166.0,74.0,125.0,36.0,17.0,28.0,0.0,0.45
2018,Business,Management,107.0,55.0,52.0,55.0,17.0,10.0,18.0,0.0,0.95
2018,Business,Information Systems,25.0,10.0,14.0,13.0,12.0,0.0,0.0,0.0,1.4
2018,Business,Information Sys & Info Tech,103.0,46.0,57.0,40.0,30.0,4.0,14.0,0.0,1.24
2018,Business,Finance,887.0,315.0,572.0,349.0,142.0,17.0,51.0,0.0,1.82
2018,Business,Curric Unassigned,1021.0,445.0,575.0,531.0,210.0,30.0,107.0,0.0,1.29
2018,Business,Business Administration (Mba),2017.0,652.0,1359.0,1011.0,424.0,118.0,152.0,2.0,2.08
2018,Business,Business Administration,95.0,52.0,41.0,4.0,2.0,2.0,2.0,0.0,0.79
2018,Applied Health Sciences,Speech & Hearing Science,298.0,284.0,14.0,210.0,24.0,8.0,35.0,1.0,0.05
2018,Applied Health Sciences,"Recreation, Sport, And Tourism ",359.0,116.0,243.0,219.0,13.0,49.0,34.0,0.0,2.09
2018,Fine And Applied Arts,Industrial Design,201.0,102.0,99.0,56.0,48.0,7.0,15.0,0.0,0.97
2018,Education,Curriculum And Instruction,79.0,62.0,17.0,34.0,7.0,8.0,11.0,0.0,0.27
2018,Fine And Applied Arts,Jazz Performance,31.0,6.0,25.0,16.0,2.0,3.0,4.0,0.0,4.17
2018,Las,Molecular&Cell Bio-Undeclared,27.0,15.0,12.0,9.0,0.0,1.0,1.0,0.0,0.8
2018,Las,Sociology,213.0,136.0,77.0,65.0,13.0,47.0,50.0,0.0,0.57
2018,Las,Psychological Science,21.0,13.0,8.0,8.0,1.0,2.0,0.0,0.0,0.62
2018,Las,Political Science,768.0,345.0,422.0,434.0,66.0,60.0,138.0,0.0,1.22
2018,Las,Plant Biology,33.0,21.0,12.0,15.0,2.0,0.0,2.0,0.0,0.57
2018,Las,Physics,275.0,56.0,219.0,116.0,34.0,2.0,14.0,0.0,3.91
2018,Las,Philosophy,111.0,29.0,82.0,53.0,6.0,9.0,15.0,0.0,2.83
2018,Fine And Applied Arts,Nondegree,149.0,73.0,76.0,51.0,6.0,1.0,6.0,0.0,1.04
2018,Las,Neuroscience,54.0,32.0,22.0,27.0,4.0,1.0,7.0,0.0,0.69
2018,Las,Molecular And Cellular Biology,953.0,535.0,418.0,434.0,304.0,34.0,87.0,0.0,0.78
2018,Las,Global Studies,183.0,131.0,52.0,83.0,23.0,20.0,35.0,0.0,0.4
2018,Las,Molecular & Integrative Physi,23.0,15.0,8.0,7.0,2.0,0.0,1.0,0.0,0.53
2018,Las,Microbiology,49.0,29.0,20.0,19.0,5.0,0.0,4.0,0.0,0.69
2018,Las,Mathematics,772.0,265.0,506.0,162.0,82.0,13.0,53.0,0.0,1.91
2018,Las,Math & Computer Science,273.0,48.0,225.0,56.0,95.0,1.0,7.0,0.0,4.69
2018,Las,Linguistics,125.0,75.0,50.0,54.0,18.0,4.0,14.0,1.0,0.67
2018,Las,Las - Undeclared,135.0,89.0,46.0,3.0,2.0,67.0,61.0,0.0,0.52
2018,Las,Integrative Biology,347.0,200.0,147.0,191.0,48.0,23.0,51.0,0.0,0.74
2018,Las,History,340.0,124.0,216.0,219.0,17.0,19.0,48.0,0.0,1.74
2018,Las,Spanish,121.0,81.0,40.0,54.0,2.0,5.0,34.0,0.0,0.49
2018,Las,Statistics,561.0,236.0,325.0,96.0,96.0,8.0,23.0,0.0,1.38
2018,Las,Statistics & Computer Science,259.0,64.0,195.0,31.0,122.0,0.0,4.0,0.0,3.05
2018,Las,Teaching Of Biological Science,24.0,15.0,9.0,24.0,0.0,0.0,0.0,0.0,0.6
2018,Fine And Applied Arts,Landscape Architecture,108.0,76.0,32.0,26.0,5.0,1.0,10.0,0.0,0.42
2018,Ischool,Information Management,276.0,145.0,131.0,11.0,9.0,2.0,0.0,0.0,0.9
2018,Vetmed,Veterinary Medicine,545.0,470.0,75.0,450.0,24.0,4.0,39.0,1.0,0.16
2018,Vetmed,Vms-Veterinary Clinical Medcne,34.0,25.0,9.0,22.0,3.0,0.0,0.0,0.0,0.36
2018,Vetmed,Vms - Pathobiology,29.0,17.0,12.0,15.0,0.0,1.0,2.0,0.0,0.71
2018,Social Work,Social Work,607.0,521.0,86.0,383.0,33.0,64.0,88.0,0.0,0.17
2018,Medicine,Medicine - Carle Illinois Com,32.0,15.0,15.0,8.0,16.0,2.0,3.0,0.0,1.0
2018,Media,Strategic Brand Communication,68.0,51.0,17.0,50.0,4.0,7.0,5.0,0.0,0.33
2018,Fine And Applied Arts,Nondegree,26.0,13.0,13.0,11.0,0.0,1.0,0.0,0.0,1.0
2018,Media,Media And Cinema Studies,116.0,66.0,50.0,48.0,12.0,13.0,24.0,0.0,0.76
2018,Media,Journalism,228.0,138.0,90.0,130.0,15.0,25.0,31.0,1.0,0.65
2018,Media,Communications And Media,47.0,33.0,14.0,6.0,2.0,3.0,1.0,0.0,0.42
2018,Law,Law,487.0,218.0,269.0,260.0,45.0,17.0,36.0,0.0,1.23
2018,Labor And Industrial Relations,Human Res & Industrial Rels,251.0,177.0,74.0,101.0,20.0,30.0,18.0,0.0,0.42
2018,Ln,Nondegree-Ce,399.0,222.0,170.0,210.0,41.0,18.0,27.0,0.0,0.77
2018,Las,Translation And Interpreting,30.0,20.0,10.0,12.0,1.0,2.0,8.0,0.0,0.5
2018,Las,Teaching Of English Sec Lang,28.0,23.0,5.0,8.0,3.0,0.0,5.0,0.0,0.22
2018,Las,Health Communication,27.0,25.0,2.0,23.0,2.0,1.0,1.0,0.0,0.08
2018,Las,Psychology,1667.0,1230.0,437.0,659.0,284.0,166.0,286.0,0.0,0.36
2018,Las,Geology,97.0,42.0,55.0,54.0,7.0,2.0,12.0,0.0,1.31
2018,Las,Communication,732.0,452.0,280.0,392.0,53.0,102.0,116.0,0.0,0.62
2018,Las,Chemical Engineering,756.0,252.0,502.0,295.0,174.0,18.0,66.0,0.0,1.99
2018,Las,Cell And Developmental Biology,31.0,18.0,13.0,3.0,1.0,0.0,1.0,0.0,0.72
2018,Las,Biophysics & Quant Biology,46.0,13.0,33.0,11.0,4.0,0.0,2.0,0.0,2.54
2018,Las,Biology,720.0,440.0,280.0,291.0,221.0,48.0,111.0,0.0,0.64
2018,Las,Biochemistry,242.0,118.0,124.0,95.0,52.0,5.0,20.0,1.0,1.05
2018,Las,Atmospheric Sciences,117.0,40.0,77.0,70.0,5.0,2.0,13.0,0.0,1.92
2018,Las,Astronomy,119.0,41.0,78.0,53.0,11.0,5.0,12.0,0.0,1.9
2018,Graduate,Informatics,45.0,19.0,26.0,18.0,3.0,2.0,0.0,0.0,1.37
2018,Fine And Applied Arts,Voice,25.0,17.0,8.0,14.0,2.0,3.0,5.0,0.0,0.47
2018,Fine And Applied Arts,Urban Studies & Planning,80.0,31.0,49.0,35.0,3.0,7.0,15.0,0.0,1.58
2018,Fine And Applied Arts,Urban Planning,53.0,27.0,26.0,17.0,2.0,4.0,2.0,0.0,0.96
2018,Fine And Applied Arts,Theatre,201.0,115.0,85.0,130.0,10.0,18.0,24.0,0.0,0.74
2018,Fine And Applied Arts,Photography,32.0,24.0,8.0,16.0,1.0,4.0,6.0,0.0,0.33
2018,Fine And Applied Arts,Painting,36.0,32.0,4.0,15.0,5.0,5.0,6.0,0.0,0.12
2018,Fine And Applied Arts,Nondegree,38.0,21.0,17.0,9.0,1.0,1.0,3.0,0.0,0.81
2018,Fine And Applied Arts,New Media,29.0,22.0,7.0,12.0,9.0,2.0,2.0,0.0,0.32
2018,Fine And Applied Arts,Music Education,152.0,80.0,72.0,110.0,15.0,6.0,18.0,0.0,0.9
2018,Las,Chemistry,798.0,346.0,452.0,332.0,142.0,37.0,64.0,0.0,1.31
2018,Fine And Applied Arts,Music,338.0,160.0,178.0,174.0,29.0,11.0,28.0,0.0,1.11
2018,Las,Comparative Literature,29.0,22.0,7.0,16.0,0.0,0.0,5.0,0.0,0.32
2018,Las,Econometrics & Quant Econ,33.0,7.0,26.0,16.0,7.0,0.0,2.0,0.0,3.71
2018,Las,Computer Sci & Anthropology,36.0,10.0,26.0,10.0,13.0,1.0,3.0,0.0,2.6
2018,Las,Geography & Geographic Info Sc,38.0,8.0,30.0,19.0,6.0,3.0,3.0,0.0,3.75
2018,Las,Geography,53.0,21.0,32.0,14.0,1.0,3.0,2.0,0.0,1.52
2018,Las,General Curriculum,121.0,45.0,76.0,38.0,36.0,8.0,12.0,0.0,1.69
2018,Las,Gender And Women'S Studies,20.0,20.0,0.0,7.0,1.0,9.0,3.0,0.0,0.0
2018,Las,French,36.0,20.0,16.0,15.0,2.0,1.0,4.0,0.0,0.8
2018,Las,English,442.0,323.0,119.0,273.0,30.0,30.0,75.0,2.0,0.37
2018,Las,Economics,1202.0,368.0,834.0,377.0,203.0,22.0,67.0,2.0,2.27
2018,Las,Entomology,29.0,8.0,21.0,20.0,1.0,0.0,3.0,0.0,2.62
2018,Las,"Ecol, Evol, Conservation Biol ",34.0,23.0,11.0,19.0,2.0,2.0,6.0,0.0,0.48
2018,Las,"Earth, Soc, Env Sustainability ",139.0,76.0,63.0,75.0,18.0,9.0,20.0,1.0,0.83
2018,Las,E Asian Languages & Cultures,59.0,39.0,20.0,20.0,7.0,1.0,4.0,0.0,0.51
2018,Las,Creative Writing,98.0,60.0,38.0,61.0,2.0,11.0,18.0,0.0,0.63
2018,Las,Computer Sci & Linguistics,76.0,25.0,51.0,16.0,36.0,3.0,2.0,1.0,2.04
2018,Las,Computer Sci & Chemistry,41.0,9.0,32.0,6.0,22.0,0.0,3.0,0.0,3.56
2018,Las,Computer Sci & Astronomy,39.0,7.0,32.0,13.0,12.0,0.0,2.0,0.0,4.57
2017,Education,Middle Grades Education,76.0,59.0,17.0,49.0,6.0,4.0,14.0,0.0,0.29
2017,Engineering,Computer Science,2048.0,491.0,1557.0,502.0,570.0,33.0,90.0,2.0,3.17
2017,Engineering,Computer Engineering,1270.0,156.0,1114.0,351.0,431.0,18.0,52.0,0.0,7.14
2017,Engineering,Civil Engineering,1319.0,362.0,957.0,480.0,134.0,16.0,92.0,0.0,2.64
2017,Engineering,Bioengineering,369.0,182.0,187.0,157.0,107.0,6.0,22.0,0.0,1.03
2017,Aces,Agricultural & Biological Engr,152.0,57.0,95.0,68.0,10.0,6.0,8.0,0.0,1.67
2017,Engineering,Aerospace Engineering,716.0,104.0,612.0,350.0,120.0,8.0,66.0,1.0,5.88
2017,Engineering,Electrical & Computer Engr,620.0,108.0,512.0,91.0,59.0,6.0,7.0,0.0,4.74
2017,Education,Special Education,175.0,154.0,21.0,131.0,5.0,8.0,23.0,0.0,0.14
2017,Education,Ed Organization And Leadership,34.0,18.0,16.0,26.0,2.0,2.0,0.0,1.0,0.89
2017,Education,Learning And Education Studies,58.0,41.0,17.0,18.0,5.0,12.0,7.0,0.0,0.41
2017,Education,Elementary Education,296.0,279.0,17.0,194.0,31.0,17.0,45.0,0.0,0.06
2017,Education,Educational Psychology,56.0,41.0,15.0,21.0,3.0,2.0,0.0,0.0,0.37
2017,Education,Educational Policy Studies,68.0,41.0,27.0,10.0,4.0,29.0,9.0,1.0,0.66
2017,Education,Education Curriculum Uassign,26.0,20.0,6.0,11.0,2.0,6.0,7.0,0.0,0.3
2017,Education,"Educ Policy, Orgzn & Leadrshp ",522.0,365.0,157.0,306.0,27.0,102.0,47.0,1.0,0.43
2017,Engineering,Engineering,28.0,4.0,24.0,9.0,1.0,1.0,0.0,0.0,6.0
2017,Education,Early Childhood Education,65.0,62.0,3.0,34.0,9.0,2.0,9.0,1.0,0.05
2017,Engineering,Electrical Engineering,1025.0,146.0,879.0,322.0,267.0,18.0,50.0,0.0,6.02
2017,Fine And Applied Arts,Nondegree,184.0,36.0,148.0,35.0,6.0,1.0,2.0,0.0,4.11
2017,Engineering,Engineering Mechanics,129.0,22.0,107.0,37.0,25.0,0.0,10.0,0.0,4.86
2017,Engineering,Engineering Physics,271.0,41.0,230.0,124.0,58.0,3.0,16.0,0.0,5.61
2017,Fine And Applied Arts,Art And Design,41.0,29.0,12.0,20.0,5.0,1.0,3.0,0.0,0.41
2017,Fine And Applied Arts,Art Education,41.0,38.0,2.0,24.0,5.0,2.0,6.0,0.0,0.05
2017,Fine And Applied Arts,Architecture,179.0,93.0,86.0,58.0,13.0,5.0,12.0,0.0,0.92
2017,Fine And Applied Arts,Architectural Studies,433.0,183.0,250.0,184.0,48.0,26.0,80.0,0.0,1.37
2017,Engineering,Theoretical & Applied Mechans,42.0,6.0,36.0,12.0,2.0,0.0,1.0,0.0,6.0
2017,Engineering,Systems Engineering And Design,228.0,52.0,176.0,102.0,59.0,6.0,26.0,0.0,3.38
2017,Las,Physics,297.0,74.0,223.0,105.0,30.0,2.0,13.0,0.0,3.01
2017,Engineering,"Nuclear, Plasma, Radiolgc Engr ",234.0,33.0,201.0,124.0,19.0,2.0,13.0,0.0,6.09
2017,Engineering,Mechanical Engineering,1306.0,235.0,1071.0,516.0,166.0,14.0,85.0,2.0,4.56
2017,Engineering,Materials Science & Engr,520.0,151.0,369.0,183.0,91.0,4.0,16.0,0.0,2.44
2017,Engineering,Industrial Engineering,390.0,115.0,275.0,111.0,69.0,2.0,19.0,0.0,2.39
2017,Engineering,Financial Engineering,128.0,40.0,88.0,1.0,6.0,0.0,0.0,0.0,2.2
2017,Engineering,Environ Engr In Civil Engr,115.0,62.0,53.0,32.0,5.0,3.0,3.0,0.0,0.85
2017,Engineering,Engineering Undeclared,102.0,42.0,59.0,43.0,20.0,7.0,14.0,0.0,1.4
2017,Education,Curriculum And Instruction,91.0,69.0,22.0,44.0,5.0,8.0,11.0,0.0,0.32
2017,Aces,Agr & Consumer Economics,642.0,202.0,440.0,429.0,54.0,29.0,55.0,2.0,2.18
2017,Education,Anthropology,149.0,101.0,48.0,69.0,14.0,13.0,17.0,0.0,0.48
2017,Aces,Human Development & Family St,224.0,204.0,19.0,107.0,22.0,43.0,39.0,0.0,0.09
2017,Applied Health Sciences,Interdisciplinary Health Sci,285.0,231.0,54.0,144.0,46.0,23.0,48.0,0.0,0.23
2017,Applied Health Sciences,Community Health,614.0,483.0,131.0,242.0,99.0,127.0,115.0,0.0,0.27
2017,Applied Health Sciences,Audiology,26.0,22.0,4.0,19.0,5.0,0.0,2.0,0.0,0.18
2017,Aces,Nutritional Sciences,49.0,37.0,12.0,25.0,7.0,1.0,5.0,0.0,0.32
2017,Fine And Applied Arts,Nondegree,96.0,47.0,49.0,59.0,3.0,3.0,3.0,0.0,1.04
2017,Aces,Natural Resrcs & Environ Sci,228.0,130.0,98.0,143.0,18.0,8.0,29.0,1.0,0.75
2017,Aces,Natural Res & Env Sciences,120.0,65.0,55.0,95.0,1.0,1.0,2.0,0.0,0.85
2017,Aces,Human Dvlpmt & Family Studies,24.0,22.0,2.0,11.0,0.0,2.0,4.0,0.0,0.09
2017,Aces,Food Science & Human Nutrition,536.0,401.0,135.0,246.0,67.0,28.0,53.0,0.0,0.34
2017,Education,Advertising,632.0,427.0,205.0,398.0,58.0,35.0,48.0,0.0,0.48
2017,Aces,Crop Sciences,249.0,103.0,146.0,175.0,5.0,4.0,6.0,0.0,1.42
2017,Aces,Animal Sciences,585.0,485.0,99.0,339.0,50.0,41.0,96.0,0.0,0.2
2017,Aces,Agricultural Education,34.0,26.0,8.0,31.0,0.0,2.0,0.0,0.0,0.31
2017,Aces,Agricultural Communications,26.0,18.0,8.0,19.0,0.0,2.0,5.0,0.0,0.44
2017,Aces,Agricultural & Biological Engr,77.0,26.0,51.0,45.0,9.0,2.0,3.0,0.0,1.96
2017,Aces,Agricultural & Applied Econ,79.0,32.0,47.0,11.0,4.0,2.0,2.0,0.0,1.47
2017,Aces,Agric Leadership & Sci Educ,74.0,48.0,26.0,69.0,0.0,1.0,1.0,0.0,0.54
2017,Fine And Applied Arts,Graphic Design,167.0,126.0,41.0,83.0,26.0,9.0,20.0,0.0,0.33
2017,Applied Health Sciences,Kinesiology,643.0,368.0,275.0,371.0,99.0,35.0,77.0,1.0,0.75
2017,Fine And Applied Arts,Nondegree,46.0,22.0,24.0,30.0,4.0,0.0,5.0,0.0,1.09
2017,Applied Health Sciences,Public Health,26.0,22.0,4.0,12.0,4.0,3.0,2.0,0.0,0.18
2017,Applied Health Sciences,"Recreation, Sport, And Tourism ",363.0,133.0,230.0,224.0,13.0,54.0,34.0,0.0,1.73
2017,Education,Actuarial Science,335.0,121.0,214.0,121.0,77.0,5.0,12.0,0.0,1.77
2017,Education,Accountancy,1296.0,714.0,582.0,443.0,215.0,34.0,72.0,0.0,0.82
2017,Dgs,Undeclared,2626.0,1110.0,1516.0,960.0,370.0,301.0,475.0,1.0,1.37
2017,Dgs,Pre-Engineering,241.0,31.0,210.0,142.0,61.0,3.0,26.0,0.0,6.77
2017,Business,Technology Management,92.0,39.0,53.0,4.0,2.0,1.0,5.0,0.0,1.36
2017,Business,Supply Chain Management,79.0,50.0,29.0,55.0,12.0,0.0,6.0,0.0,0.58
2017,Fine And Applied Arts,Nondegree,114.0,47.0,67.0,1.0,0.0,0.0,0.0,0.0,1.43
2017,Business,Marketing,249.0,162.0,87.0,138.0,38.0,16.0,30.0,1.0,0.54
2017,Business,Management,118.0,56.0,62.0,62.0,16.0,11.0,15.0,0.0,1.11
2017,Business,Information Sys & Info Tech,113.0,48.0,65.0,46.0,38.0,6.0,15.0,0.0,1.35
2017,Business,Finance,845.0,305.0,540.0,337.0,132.0,10.0,39.0,0.0,1.77
2017,Business,Curric Unassigned,934.0,428.0,504.0,484.0,193.0,36.0,95.0,0.0,1.18
2017,Business,Business Administration (Mba),1158.0,374.0,783.0,637.0,215.0,73.0,78.0,0.0,2.09
2017,Business,Business Administration,92.0,48.0,44.0,4.0,4.0,2.0,3.0,0.0,0.92
2017,Applied Health Sciences,Speech & Hearing Science,312.0,295.0,17.0,228.0,23.0,6.0,35.0,1.0,0.06
2017,Fine And Applied Arts,Dance,71.0,62.0,9.0,42.0,2.0,15.0,5.0,0.0,0.15
2017,Las,Global Studies,191.0,141.0,50.0,85.0,23.0,18.0,35.0,0.0,0.35
2017,Fine And Applied Arts,Industrial Design,206.0,110.0,96.0,59.0,49.0,7.0,17.0,0.0,0.87
2017,Las,Spanish,135.0,99.0,36.0,59.0,2.0,5.0,42.0,0.0,0.36
2017,Las,Psychology,1583.0,1170.0,412.0,666.0,253.0,149.0,264.0,0.0,0.35
2017,Las,Political Science,696.0,298.0,398.0,397.0,70.0,48.0,113.0,0.0,1.34
2017,Las,Plant Biology,32.0,20.0,12.0,16.0,2.0,0.0,2.0,0.0,0.6
2017,Las,Physics,351.0,60.0,291.0,147.0,52.0,3.0,21.0,0.0,4.85
2017,Las,Philosophy,90.0,27.0,63.0,37.0,6.0,7.0,15.0,0.0,2.33
2017,Fine And Applied Arts,Nondegree,220.0,99.0,121.0,79.0,13.0,8.0,10.0,0.0,1.22
2017,Las,Neuroscience,59.0,34.0,25.0,35.0,4.0,1.0,5.0,0.0,0.74
2017,Las,Molecular&Cell Bio-Undeclared,38.0,22.0,16.0,14.0,3.0,0.0,2.0,0.0,0.73
2017,Las,Molecular And Cellular Biology,1002.0,540.0,462.0,449.0,333.0,41.0,94.0,0.0,0.86
2017,Las,Molecular & Integrative Physi,20.0,15.0,5.0,4.0,2.0,1.0,1.0,0.0,0.33
2017,Las,Microbiology,53.0,33.0,20.0,21.0,8.0,1.0,2.0,0.0,0.61
2017,Las,Mathematics,744.0,285.0,458.0,167.0,89.0,10.0,47.0,0.0,1.61
2017,Las,Math & Computer Science,306.0,57.0,248.0,77.0,87.0,3.0,11.0,0.0,4.35
2017,Las,Linguistics,135.0,93.0,42.0,65.0,13.0,4.0,19.0,0.0,0.45
2017,Las,Las - Undeclared,116.0,78.0,38.0,1.0,1.0,67.0,44.0,0.0,0.49
